city,area,rooms,bathroom,parking,floor,animal,furniture,total
Campinas,50.0,1,1,1,1,acept,not furnished,1631.0
São Paulo,104.0,2,2,2,8,acept,not furnished,6383.0
Porto Alegre,40.0,1,1,1,4,acept,not furnished,865.0
Belo Horizonte,135.0,4,2,1,2,acept,not furnished,2968.0
São Paulo,210.0,3,2,2,0,acept,not furnished,3322.0
Campinas,70.0,2,1,1,7,acept,not furnished,2017.0
São Paulo,200.0,3,3,1,5,acept,not furnished,5158.0
São Paulo,300.0,4,4,4,1,acept,not furnished,5149.0
Rio de Janeiro,155.0,4,3,1,3,not acept,furnished,10510.0
São Paulo,281.0,4,4,8,0,acept,furnished,11000.0
São Paulo,23.0,1,1,0,23,acept,not furnished,2499.0
São Paulo,80.0,1,1,1,5,acept,furnished,7293.0
Porto Alegre,99.0,3,2,0,3,acept,not furnished,2666.0
São Paulo,239.0,3,3,3,0,acept,not furnished,7283.0
São Paulo,356.0,3,4,4,0,not acept,not furnished,11750.0
São Paulo,350.0,5,5,3,0,not acept,furnished,13650.0
São Paulo,270.0,4,5,4,23,acept,not furnished,17420.0
São Paulo,200.0,4,4,1,1,not acept,not furnished,7883.0
São Paulo,124.0,3,3,3,15,acept,not furnished,5986.0
São Paulo,202.0,3,4,3,8,acept,furnished,13710.0
São Paulo,40.0,1,1,0,2,acept,not furnished,4464.0
São Paulo,230.0,2,2,3,10,acept,not furnished,6128.0
Porto Alegre,45.0,1,1,1,4,acept,not furnished,925.0
São Paulo,340.0,4,4,0,0,acept,not furnished,4395.0
São Paulo,342.0,5,6,5,0,not acept,not furnished,6513.0
São Paulo,93.0,2,2,2,2,acept,furnished,7061.0
São Paulo,174.0,3,4,3,15,not acept,not furnished,13850.0
Rio de Janeiro,95.0,2,3,2,6,acept,not furnished,3485.0
São Paulo,104.0,2,2,2,4,not acept,furnished,4104.0
São Paulo,65.0,1,1,1,9,not acept,not furnished,3532.0
São Paulo,90.0,1,1,0,0,acept,not furnished,2343.0
Rio de Janeiro,104.0,3,2,1,6,acept,not furnished,3648.0
São Paulo,78.0,2,2,2,12,acept,not furnished,3185.0
São Paulo,140.0,3,2,2,0,acept,not furnished,3474.0
São Paulo,50.0,2,2,1,10,acept,not furnished,2305.0
São Paulo,270.0,4,3,3,0,acept,not furnished,11460.0
Rio de Janeiro,131.0,2,1,0,6,acept,not furnished,1529.0
Porto Alegre,69.0,2,2,1,0,acept,furnished,2202.0
São Paulo,630.0,4,6,4,0,not acept,not furnished,15150.0
São Paulo,140.0,3,3,2,10,acept,not furnished,7332.0
São Paulo,255.0,3,4,4,9,acept,furnished,6839.0
São Paulo,187.0,4,3,2,7,acept,not furnished,8366.0
Porto Alegre,120.0,3,2,1,2,acept,not furnished,1060.0
São Paulo,190.0,3,3,1,3,acept,not furnished,8989.0
São Paulo,16.0,1,1,0,1,not acept,not furnished,993.0
São Paulo,92.0,2,1,1,11,not acept,not furnished,6947.0
São Paulo,56.0,3,1,0,11,acept,furnished,2251.0
Belo Horizonte,58.0,1,2,2,7,acept,not furnished,1823.0
São Paulo,45.0,2,1,1,12,acept,not furnished,1970.0
Rio de Janeiro,70.0,2,2,1,3,acept,not furnished,1551.0
Belo Horizonte,125.0,3,3,1,5,acept,not furnished,3091.0
São Paulo,79.0,3,2,0,2,acept,furnished,1837.0
Campinas,62.0,2,2,2,7,acept,not furnished,2607.0
Campinas,55.0,1,1,0,7,acept,not furnished,1746.0
São Paulo,84.0,2,2,0,12,acept,not furnished,2267.0
Campinas,58.0,2,2,2,15,acept,not furnished,2728.0
São Paulo,80.0,2,1,0,0,not acept,not furnished,1522.0
São Paulo,196.0,4,4,5,12,acept,not furnished,18930.0
São Paulo,326.0,3,4,4,12,acept,not furnished,11000.0
Belo Horizonte,54.0,2,1,2,2,acept,not furnished,1146.0
Porto Alegre,62.0,1,1,0,3,acept,not furnished,1077.0
São Paulo,72.0,2,1,1,2,not acept,furnished,1978.0
São Paulo,156.0,3,2,2,10,acept,not furnished,10300.0
São Paulo,250.0,3,2,8,0,acept,not furnished,7958.0
São Paulo,45.0,1,1,1,3,acept,furnished,3540.0
São Paulo,200.0,4,4,3,2,acept,furnished,8764.0
Belo Horizonte,131.0,3,2,3,3,acept,furnished,3724.0
São Paulo,55.0,1,1,1,9,not acept,furnished,4481.0
São Paulo,118.0,3,2,2,7,acept,furnished,10920.0
São Paulo,300.0,3,4,1,0,acept,not furnished,5110.0
São Paulo,45.0,1,1,1,13,acept,not furnished,3153.0
Belo Horizonte,372.0,3,4,3,0,acept,not furnished,5934.0
São Paulo,55.0,1,1,1,6,not acept,furnished,2263.0
Campinas,55.0,2,1,1,1,acept,not furnished,1845.0
São Paulo,46.0,2,1,0,8,not acept,not furnished,3280.0
São Paulo,24.0,1,1,1,0,not acept,not furnished,1330.0
São Paulo,52.0,2,1,1,4,acept,not furnished,1469.0
São Paulo,180.0,4,3,2,5,acept,not furnished,8887.0
São Paulo,97.0,3,2,2,6,acept,not furnished,3355.0
São Paulo,200.0,3,2,4,0,acept,not furnished,3553.0
São Paulo,67.0,2,2,2,12,acept,furnished,5908.0
Porto Alegre,101.0,2,1,2,2,acept,not furnished,2674.0
Belo Horizonte,240.0,4,4,3,5,acept,not furnished,4662.0
São Paulo,250.0,6,2,2,0,acept,not furnished,2536.0
Campinas,94.0,3,1,0,6,acept,not furnished,1813.0
São Paulo,50.0,1,1,0,5,acept,furnished,2514.0
Porto Alegre,74.0,2,2,2,5,acept,not furnished,3137.0
Campinas,105.0,2,1,1,5,acept,not furnished,2395.0
Porto Alegre,38.0,1,1,0,1,not acept,furnished,1958.0
São Paulo,50.0,2,1,1,2,acept,not furnished,1585.0
São Paulo,54.0,1,1,1,13,acept,furnished,3168.0
Rio de Janeiro,38.0,1,1,0,6,acept,not furnished,1772.0
Campinas,115.0,3,2,2,4,acept,not furnished,2652.0
Belo Horizonte,70.0,2,1,1,3,acept,not furnished,1331.0
Rio de Janeiro,102.0,3,4,3,3,acept,furnished,8334.0
Porto Alegre,42.0,2,1,0,2,acept,not furnished,1105.0
São Paulo,70.0,2,2,1,1,not acept,not furnished,1431.0
São Paulo,52.0,2,1,0,7,acept,not furnished,1897.0
São Paulo,800.0,4,5,8,0,acept,not furnished,14520.0
São Paulo,40.0,1,1,1,5,acept,not furnished,2153.0
São Paulo,74.0,3,2,1,6,acept,not furnished,4034.0
Campinas,110.0,2,2,0,18,acept,furnished,5432.0
Campinas,56.0,1,1,1,18,acept,not furnished,1467.0
Porto Alegre,46.0,1,1,1,1,acept,not furnished,1524.0
São Paulo,125.0,3,3,1,9,acept,not furnished,2725.0
Belo Horizonte,224.0,4,4,4,1,acept,furnished,12100.0
São Paulo,58.0,1,2,1,1,not acept,furnished,5821.0
São Paulo,400.0,6,6,8,15,acept,furnished,9140.0
São Paulo,58.0,1,1,1,17,acept,not furnished,2320.0
São Paulo,52.0,1,1,0,3,acept,furnished,3767.0
Porto Alegre,82.0,3,1,2,3,acept,not furnished,1242.0
Belo Horizonte,180.0,4,3,4,9,acept,not furnished,7497.0
São Paulo,58.0,2,2,1,2,acept,not furnished,2433.0
Belo Horizonte,600.0,5,3,6,0,acept,not furnished,16910.0
Porto Alegre,59.0,2,2,1,2,not acept,not furnished,1795.0
São Paulo,280.0,3,5,2,0,acept,not furnished,7731.0
Porto Alegre,275.0,5,2,4,0,acept,not furnished,3507.0
Porto Alegre,58.0,2,1,2,8,acept,furnished,2676.0
São Paulo,170.0,3,2,2,4,acept,furnished,11990.0
São Paulo,16.0,1,1,0,1,not acept,not furnished,870.0
Rio de Janeiro,192.0,3,2,1,0,acept,not furnished,4919.0
São Paulo,196.0,2,3,3,8,acept,not furnished,8853.0
São Paulo,45.0,1,1,1,3,not acept,furnished,4935.0
São Paulo,40.0,1,1,0,3,acept,not furnished,1414.0
São Paulo,289.0,3,3,2,6,not acept,not furnished,18820.0
Campinas,73.0,3,2,2,6,not acept,not furnished,2536.0
São Paulo,65.0,3,1,1,6,acept,furnished,2495.0
São Paulo,25.0,1,1,0,3,not acept,not furnished,1547.0
São Paulo,68.0,1,1,1,12,acept,furnished,10900.0
São Paulo,512.0,4,6,5,8,acept,furnished,14140.0
São Paulo,100.0,3,3,2,7,acept,furnished,4789.0
São Paulo,41.0,1,1,1,3,acept,furnished,3503.0
Rio de Janeiro,80.0,3,2,0,7,acept,not furnished,3898.0
São Paulo,53.0,1,1,0,3,not acept,not furnished,1940.0
Belo Horizonte,52.0,2,1,1,5,acept,furnished,1713.0
Belo Horizonte,130.0,3,2,2,4,acept,not furnished,3420.0
São Paulo,87.0,3,2,0,14,not acept,furnished,4623.0
Campinas,55.0,2,1,1,3,acept,not furnished,1327.0
Porto Alegre,68.0,1,1,1,1,not acept,furnished,1834.0
São Paulo,230.0,3,4,4,12,not acept,not furnished,9533.0
Porto Alegre,75.0,3,2,1,5,acept,not furnished,2064.0
São Paulo,50.0,2,1,0,2,not acept,not furnished,2058.0
São Paulo,465.0,4,4,4,3,acept,not furnished,12250.0
Campinas,346.0,5,5,2,0,acept,not furnished,4265.0
Campinas,113.0,3,3,2,4,acept,not furnished,4853.0
Rio de Janeiro,75.0,1,2,1,3,acept,not furnished,6165.0
São Paulo,125.0,3,3,2,2,acept,not furnished,6042.0
São Paulo,35.0,1,1,0,1,not acept,not furnished,1246.0
São Paulo,34.0,1,1,0,9,acept,not furnished,5024.0
São Paulo,200.0,5,2,3,0,acept,not furnished,5173.0
São Paulo,215.0,4,4,3,6,acept,not furnished,8328.0
São Paulo,92.0,3,2,2,7,acept,not furnished,4273.0
Belo Horizonte,70.0,3,2,1,2,acept,not furnished,1853.0
São Paulo,61.0,2,1,0,1,not acept,not furnished,1491.0
São Paulo,37.0,1,1,0,6,acept,not furnished,1706.0
Rio de Janeiro,30.0,1,1,0,8,acept,not furnished,2640.0
Belo Horizonte,65.0,3,1,1,2,acept,not furnished,1141.0
Porto Alegre,40.0,1,1,0,2,acept,furnished,1658.0
Porto Alegre,52.0,2,1,1,1,not acept,not furnished,984.0
São Paulo,39.0,1,1,1,15,acept,furnished,2644.0
São Paulo,350.0,3,3,8,0,acept,not furnished,10420.0
Rio de Janeiro,70.0,2,1,0,10,not acept,furnished,3938.0
Campinas,140.0,3,3,2,8,acept,not furnished,3658.0
São Paulo,70.0,2,1,0,0,acept,not furnished,1057.0
Belo Horizonte,60.0,1,2,1,7,acept,not furnished,4430.0
São Paulo,100.0,3,1,0,6,acept,furnished,4875.0
Porto Alegre,53.0,2,1,0,3,acept,not furnished,1817.0
São Paulo,170.0,2,3,3,6,not acept,furnished,8943.0
Porto Alegre,270.0,3,2,2,0,acept,not furnished,2605.0
São Paulo,68.0,2,2,1,14,acept,not furnished,5730.0
São Paulo,58.0,2,2,2,10,acept,not furnished,2309.0
Campinas,73.0,3,2,1,9,acept,not furnished,2356.0
São Paulo,20.0,1,1,0,3,acept,furnished,2555.0
Porto Alegre,60.0,2,1,1,2,acept,not furnished,1274.0
São Paulo,65.0,3,2,0,2,acept,furnished,4486.0
Belo Horizonte,32.0,1,1,0,0,not acept,furnished,1868.0
Rio de Janeiro,80.0,2,2,0,8,acept,furnished,2472.0
Porto Alegre,50.0,1,1,0,1,acept,not furnished,740.0
São Paulo,65.0,2,2,1,3,acept,not furnished,3695.0
Porto Alegre,129.0,2,2,2,9,acept,furnished,8309.0
São Paulo,145.0,2,2,1,3,acept,furnished,5097.0
Campinas,48.0,1,1,1,6,not acept,not furnished,1311.0
São Paulo,38.0,1,1,1,12,acept,furnished,2706.0
Belo Horizonte,520.0,5,5,2,15,not acept,not furnished,17850.0
Belo Horizonte,184.0,3,3,1,2,acept,not furnished,1748.0
São Paulo,130.0,2,3,2,4,not acept,not furnished,6068.0
Rio de Janeiro,26.0,1,1,0,10,acept,not furnished,2541.0
São Paulo,350.0,7,4,2,0,not acept,not furnished,9371.0
Porto Alegre,38.0,1,1,0,15,acept,not furnished,1567.0
Porto Alegre,194.0,2,3,0,3,acept,not furnished,4392.0
São Paulo,160.0,3,3,2,1,acept,furnished,15160.0
Belo Horizonte,32.0,1,1,1,9,acept,not furnished,1849.0
Rio de Janeiro,175.0,4,1,0,0,acept,not furnished,2376.0
São Paulo,26.0,1,1,1,9,acept,furnished,3515.0
Campinas,66.0,2,1,1,0,acept,furnished,1451.0
São Paulo,83.0,3,2,1,9,not acept,furnished,4227.0
São Paulo,50.0,1,1,0,3,acept,not furnished,3196.0
São Paulo,400.0,3,6,3,0,acept,not furnished,5669.0
São Paulo,30.0,1,1,1,3,acept,furnished,4051.0
São Paulo,92.0,3,2,1,3,acept,not furnished,3721.0
Belo Horizonte,156.0,7,2,1,3,acept,not furnished,2767.0
São Paulo,150.0,3,4,3,4,acept,not furnished,4734.0
Rio de Janeiro,25.0,1,1,0,4,acept,not furnished,608.0
Rio de Janeiro,60.0,2,1,1,14,acept,not furnished,2447.0
São Paulo,40.0,1,1,1,3,not acept,furnished,2964.0
São Paulo,180.0,4,4,2,2,acept,not furnished,5210.0
São Paulo,230.0,3,2,3,0,not acept,not furnished,4935.0
São Paulo,70.0,2,2,0,6,acept,not furnished,2824.0
São Paulo,70.0,1,2,1,0,acept,not furnished,1648.0
São Paulo,380.0,4,4,2,0,acept,not furnished,6583.0
Porto Alegre,80.0,2,2,2,21,acept,not furnished,5267.0
Campinas,66.0,2,2,1,2,not acept,furnished,2911.0
São Paulo,86.0,2,1,1,5,acept,not furnished,3527.0
Porto Alegre,80.0,3,2,1,2,acept,not furnished,1990.0
Porto Alegre,84.0,3,2,1,1,acept,not furnished,2483.0
São Paulo,262.0,3,5,3,4,acept,not furnished,8726.0
Belo Horizonte,90.0,3,1,1,1,acept,not furnished,1826.0
Belo Horizonte,160.0,3,3,3,0,not acept,not furnished,4924.0
São Paulo,58.0,2,2,1,14,acept,not furnished,2695.0
São Paulo,165.0,3,3,2,3,acept,furnished,8242.0
São Paulo,48.0,1,1,0,5,acept,not furnished,2159.0
São Paulo,112.0,3,2,3,0,acept,not furnished,3382.0
São Paulo,110.0,3,2,2,11,acept,not furnished,4929.0
Belo Horizonte,72.0,2,2,2,14,acept,not furnished,6314.0
Belo Horizonte,150.0,3,1,1,4,acept,not furnished,1041.0
São Paulo,65.0,3,2,1,15,not acept,not furnished,2454.0
Porto Alegre,90.0,3,1,1,3,acept,not furnished,1923.0
Porto Alegre,66.0,2,2,0,4,acept,not furnished,1874.0
São Paulo,117.0,2,3,3,15,acept,not furnished,11180.0
Rio de Janeiro,80.0,3,2,0,1,not acept,not furnished,4065.0
Rio de Janeiro,64.0,2,1,0,3,acept,not furnished,1160.0
São Paulo,64.0,1,1,0,9,acept,not furnished,2273.0
São Paulo,55.0,1,1,0,0,acept,not furnished,1675.0
Porto Alegre,70.0,2,1,1,11,acept,not furnished,1798.0
São Paulo,126.0,3,4,1,3,acept,not furnished,6340.0
São Paulo,480.0,4,5,3,0,acept,not furnished,15970.0
Belo Horizonte,97.0,3,3,1,1,not acept,not furnished,1747.0
Porto Alegre,76.0,2,2,1,3,acept,not furnished,2553.0
Rio de Janeiro,102.0,3,1,1,5,acept,not furnished,3554.0
Belo Horizonte,200.0,4,3,2,0,acept,not furnished,6030.0
São Paulo,38.0,1,1,0,0,acept,furnished,2080.0
São Paulo,400.0,4,5,3,3,acept,furnished,11940.0
São Paulo,200.0,3,1,2,0,acept,not furnished,3046.0
Belo Horizonte,80.0,3,2,0,5,not acept,not furnished,1912.0
Campinas,80.0,3,1,4,0,acept,not furnished,5583.0
Belo Horizonte,200.0,4,3,2,0,acept,not furnished,15140.0
São Paulo,36.0,1,1,0,8,not acept,not furnished,1955.0
São Paulo,151.0,3,3,3,1,acept,furnished,6551.0
São Paulo,49.0,2,2,1,5,acept,not furnished,2918.0
São Paulo,51.0,1,1,0,9,acept,not furnished,2173.0
Porto Alegre,80.0,3,2,1,6,not acept,not furnished,3381.0
Campinas,55.0,2,1,1,1,acept,not furnished,1394.0
São Paulo,110.0,2,2,1,1,acept,not furnished,3406.0
Belo Horizonte,30.0,1,1,1,2,not acept,furnished,872.0
Campinas,60.0,2,1,1,3,acept,not furnished,1398.0
São Paulo,830.0,2,2,2,0,acept,not furnished,2191.0
São Paulo,140.0,3,2,2,23,not acept,furnished,6106.0
Belo Horizonte,70.0,3,1,1,1,not acept,not furnished,1356.0
São Paulo,140.0,3,2,0,2,acept,not furnished,10080.0
Rio de Janeiro,90.0,2,2,0,13,not acept,furnished,7150.0
Rio de Janeiro,85.0,3,2,1,8,acept,not furnished,3215.0
Rio de Janeiro,150.0,3,3,1,1,not acept,not furnished,6786.0
Rio de Janeiro,70.0,2,1,0,2,not acept,not furnished,1143.0
São Paulo,205.0,3,3,4,8,acept,furnished,12100.0
Belo Horizonte,167.0,4,3,3,4,not acept,not furnished,5876.0
Porto Alegre,63.0,2,2,1,13,acept,not furnished,2566.0
Rio de Janeiro,18.0,1,1,0,14,not acept,not furnished,1670.0
Rio de Janeiro,187.0,2,3,3,14,acept,not furnished,5032.0
São Paulo,79.0,3,2,2,3,acept,not furnished,3369.0
Porto Alegre,44.0,1,1,0,5,acept,not furnished,1166.0
São Paulo,90.0,2,3,1,2,acept,not furnished,2701.0
São Paulo,220.0,4,2,1,2,not acept,not furnished,7434.0
Campinas,100.0,2,1,0,16,acept,not furnished,1523.0
São Paulo,120.0,3,4,3,4,acept,not furnished,6086.0
Belo Horizonte,180.0,4,3,3,10,acept,not furnished,7477.0
Rio de Janeiro,253.0,4,3,1,5,acept,not furnished,5639.0
São Paulo,50.0,2,1,0,0,not acept,not furnished,964.0
Belo Horizonte,120.0,2,3,1,4,acept,not furnished,2174.0
São Paulo,220.0,4,2,2,3,not acept,not furnished,11310.0
São Paulo,140.0,2,1,0,13,acept,not furnished,3128.0
Rio de Janeiro,180.0,4,2,2,3,not acept,not furnished,10050.0
São Paulo,170.0,3,5,3,7,not acept,not furnished,7561.0
São Paulo,250.0,5,3,6,0,acept,not furnished,17930.0
Rio de Janeiro,70.0,1,2,1,3,acept,not furnished,3578.0
Rio de Janeiro,60.0,1,1,0,1,acept,not furnished,1363.0
São Paulo,380.0,4,2,6,0,acept,not furnished,10470.0
São Paulo,32.0,1,1,1,3,not acept,furnished,2658.0
Porto Alegre,116.0,3,2,2,4,acept,not furnished,4320.0
Rio de Janeiro,19.0,1,1,0,3,acept,not furnished,862.0
Campinas,140.0,3,2,1,5,acept,not furnished,3227.0
São Paulo,500.0,4,3,5,0,not acept,furnished,12270.0
Porto Alegre,80.0,2,1,0,0,acept,not furnished,967.0
Rio de Janeiro,64.0,2,1,0,0,not acept,not furnished,1804.0
São Paulo,20.0,1,1,0,0,acept,furnished,2087.0
São Paulo,237.0,4,4,4,4,acept,not furnished,9185.0
São Paulo,190.0,4,4,3,17,acept,not furnished,9239.0
Rio de Janeiro,28.0,1,1,0,2,acept,not furnished,1821.0
Campinas,46.0,2,1,1,3,not acept,not furnished,1408.0
Porto Alegre,120.0,3,2,2,2,not acept,not furnished,2751.0
São Paulo,76.0,2,1,1,0,acept,not furnished,2076.0
São Paulo,142.0,3,2,1,14,acept,not furnished,10750.0
Rio de Janeiro,296.0,3,2,1,12,acept,not furnished,15920.0
Belo Horizonte,365.0,4,6,6,0,acept,not furnished,14160.0
Rio de Janeiro,125.0,4,2,2,2,not acept,not furnished,6274.0
Campinas,55.0,2,1,1,2,acept,not furnished,2103.0
São Paulo,400.0,6,4,3,0,acept,not furnished,6310.0
São Paulo,50.0,1,1,0,0,acept,furnished,1786.0
São Paulo,36.0,1,1,0,6,acept,not furnished,3184.0
Porto Alegre,48.0,1,1,1,12,acept,furnished,3487.0
Porto Alegre,38.0,1,1,0,6,acept,furnished,1427.0
Porto Alegre,94.0,1,1,1,2,acept,not furnished,5821.0
São Paulo,49.0,2,1,1,10,not acept,not furnished,2427.0
Rio de Janeiro,60.0,2,1,1,2,acept,not furnished,1670.0
Campinas,70.0,2,3,1,7,acept,not furnished,3226.0
São Paulo,75.0,3,2,1,16,acept,not furnished,2229.0
São Paulo,54.0,1,1,0,8,acept,furnished,4500.0
São Paulo,50.0,1,1,0,11,acept,furnished,3989.0
Rio de Janeiro,81.0,2,3,2,7,not acept,furnished,8381.0
São Paulo,750.0,4,6,2,0,acept,not furnished,17270.0
São Paulo,100.0,2,3,2,9,acept,not furnished,13130.0
São Paulo,49.0,1,1,1,1,not acept,not furnished,1761.0
São Paulo,20.0,1,1,0,1,not acept,not furnished,1097.0
Rio de Janeiro,80.0,2,1,0,3,acept,not furnished,1573.0
Rio de Janeiro,156.0,3,2,3,9,acept,not furnished,3596.0
São Paulo,287.0,3,3,4,0,acept,not furnished,6345.0
Belo Horizonte,130.0,4,4,3,16,not acept,not furnished,7577.0
Porto Alegre,302.0,4,4,3,2,acept,not furnished,11960.0
São Paulo,35.0,1,1,0,5,not acept,not furnished,2213.0
São Paulo,90.0,2,1,0,1,acept,not furnished,2271.0
São Paulo,81.0,2,1,1,4,not acept,not furnished,5421.0
Rio de Janeiro,40.0,2,1,0,2,acept,not furnished,1999.0
São Paulo,60.0,2,1,1,4,acept,not furnished,2675.0
Rio de Janeiro,25.0,1,1,0,11,not acept,furnished,3350.0
São Paulo,700.0,5,7,5,0,acept,not furnished,17470.0
São Paulo,237.0,3,5,3,8,acept,furnished,8687.0
São Paulo,162.0,2,2,1,13,acept,not furnished,7413.0
São Paulo,190.0,4,3,2,0,not acept,furnished,8851.0
Campinas,46.0,1,1,0,5,acept,furnished,3275.0
São Paulo,172.0,3,4,3,1,acept,not furnished,10520.0
São Paulo,236.0,4,5,5,5,acept,not furnished,9152.0
São Paulo,100.0,3,1,2,0,not acept,not furnished,1709.0
Belo Horizonte,80.0,1,1,0,11,acept,not furnished,1364.0
São Paulo,335.0,3,4,4,0,acept,furnished,6944.0
São Paulo,190.0,3,2,1,0,acept,not furnished,4246.0
Rio de Janeiro,207.0,4,3,1,5,acept,not furnished,6337.0
Porto Alegre,72.0,2,2,1,3,acept,furnished,2439.0
Porto Alegre,102.0,3,2,1,9,acept,furnished,5234.0
São Paulo,50.0,1,1,0,0,not acept,not furnished,911.0
São Paulo,150.0,3,4,0,4,acept,not furnished,7650.0
Belo Horizonte,220.0,4,3,2,2,acept,not furnished,5018.0
São Paulo,150.0,3,3,1,9,acept,not furnished,15170.0
Rio de Janeiro,110.0,3,2,1,2,acept,not furnished,3083.0
São Paulo,300.0,4,4,4,19,acept,furnished,13580.0
Porto Alegre,29.0,1,1,0,2,acept,not furnished,1564.0
São Paulo,40.0,1,1,0,5,acept,not furnished,2908.0
São Paulo,500.0,4,5,3,0,not acept,furnished,17560.0
São Paulo,45.0,1,1,1,2,acept,not furnished,2895.0
Rio de Janeiro,75.0,2,2,1,8,acept,not furnished,2592.0
São Paulo,80.0,2,2,1,9,acept,furnished,4221.0
Porto Alegre,65.0,2,1,0,5,acept,not furnished,1447.0
São Paulo,400.0,5,5,4,0,acept,furnished,10250.0
São Paulo,49.0,1,1,2,8,acept,furnished,10320.0
São Paulo,70.0,2,1,0,12,acept,furnished,2956.0
São Paulo,130.0,4,2,6,0,acept,not furnished,6704.0
São Paulo,146.0,3,4,3,4,acept,not furnished,8761.0
Porto Alegre,64.0,2,1,0,7,acept,furnished,2737.0
São Paulo,63.0,3,2,1,8,acept,not furnished,3792.0
Belo Horizonte,46.0,2,1,1,2,acept,not furnished,1224.0
São Paulo,90.0,2,1,0,0,acept,not furnished,1260.0
São Paulo,573.0,4,5,7,0,acept,furnished,16190.0
São Paulo,38.0,1,1,0,6,acept,not furnished,1702.0
Belo Horizonte,70.0,2,1,1,4,acept,furnished,2245.0
Belo Horizonte,23.0,1,1,0,2,not acept,not furnished,1223.0
São Paulo,84.0,2,2,1,0,acept,not furnished,2140.0
Rio de Janeiro,40.0,1,1,1,11,not acept,furnished,3236.0
São Paulo,1600.0,4,5,12,0,acept,not furnished,12010.0
Belo Horizonte,200.0,5,3,2,0,acept,not furnished,2508.0
São Paulo,100.0,3,2,0,0,acept,not furnished,3218.0
Porto Alegre,69.0,2,2,0,3,acept,not furnished,1896.0
São Paulo,92.0,3,2,2,4,acept,not furnished,3015.0
São Paulo,120.0,3,2,4,8,acept,not furnished,6321.0
Belo Horizonte,90.0,3,2,2,7,not acept,not furnished,3962.0
São Paulo,53.0,2,1,1,8,acept,furnished,4079.0
São Paulo,300.0,3,3,4,0,acept,not furnished,4707.0
São Paulo,65.0,2,2,2,21,acept,not furnished,4125.0
Belo Horizonte,269.0,4,3,2,0,acept,not furnished,5338.0
Campinas,130.0,3,2,1,7,acept,not furnished,3632.0
São Paulo,248.0,3,4,4,9,acept,not furnished,9810.0
Belo Horizonte,45.0,1,1,1,6,not acept,not furnished,1670.0
São Paulo,130.0,3,1,2,0,acept,not furnished,3988.0
Porto Alegre,75.0,2,1,0,10,acept,not furnished,1777.0
Rio de Janeiro,250.0,2,4,8,0,acept,not furnished,4894.0
São Paulo,35.0,1,1,1,7,acept,furnished,3116.0
Rio de Janeiro,130.0,3,3,1,13,acept,not furnished,4505.0
São Paulo,30.0,1,1,0,6,acept,furnished,2172.0
São Paulo,200.0,3,4,3,8,acept,not furnished,9254.0
São Paulo,40.0,1,1,0,1,acept,not furnished,1067.0
Rio de Janeiro,113.0,3,1,0,3,acept,furnished,5937.0
Rio de Janeiro,100.0,2,2,2,4,acept,not furnished,7243.0
São Paulo,52.0,2,1,1,9,acept,not furnished,1700.0
São Paulo,34.0,1,1,1,4,not acept,not furnished,2780.0
São Paulo,73.0,3,2,3,2,acept,not furnished,2521.0
Belo Horizonte,210.0,4,5,3,4,acept,not furnished,7511.0
Campinas,219.0,4,5,2,4,acept,furnished,6275.0
Belo Horizonte,70.0,3,2,1,4,acept,not furnished,2105.0
Porto Alegre,65.0,1,2,2,3,acept,not furnished,3037.0
São Paulo,52.0,1,1,0,3,not acept,furnished,2813.0
Campinas,80.0,2,1,1,6,not acept,not furnished,1586.0
Rio de Janeiro,74.0,2,1,1,10,acept,not furnished,2526.0
São Paulo,35.0,1,1,1,11,acept,not furnished,3024.0
Porto Alegre,193.0,4,3,4,0,acept,furnished,4197.0
São Paulo,50.0,1,1,0,0,acept,not furnished,756.0
Rio de Janeiro,55.0,2,2,1,5,not acept,not furnished,1639.0
Campinas,44.0,1,1,0,8,acept,furnished,1102.0
São Paulo,68.0,2,1,1,9,acept,not furnished,2428.0
Belo Horizonte,300.0,3,2,1,2,acept,not furnished,3198.0
Belo Horizonte,70.0,1,1,0,0,acept,not furnished,967.0
São Paulo,300.0,4,4,2,0,acept,not furnished,8895.0
Belo Horizonte,203.0,4,3,3,11,not acept,not furnished,9957.0
São Paulo,240.0,3,4,3,8,acept,not furnished,11210.0
Porto Alegre,100.0,2,3,2,3,acept,furnished,3088.0
Porto Alegre,137.0,3,2,3,5,acept,not furnished,3491.0
São Paulo,61.0,2,2,1,1,acept,not furnished,3041.0
Porto Alegre,60.0,2,2,1,4,acept,not furnished,1897.0
São Paulo,13.0,1,1,0,1,acept,not furnished,2233.0
São Paulo,98.0,2,2,0,21,acept,furnished,11040.0
São Paulo,138.0,2,3,2,22,acept,not furnished,11970.0
Belo Horizonte,80.0,2,2,2,19,not acept,not furnished,6011.0
Belo Horizonte,30.0,1,1,0,2,acept,not furnished,557.0
São Paulo,63.0,2,2,2,10,not acept,furnished,2833.0
Belo Horizonte,95.0,2,3,2,4,not acept,not furnished,6364.0
São Paulo,54.0,2,1,1,5,acept,furnished,1906.0
São Paulo,35.0,1,1,1,24,acept,furnished,2807.0
Porto Alegre,44.0,1,1,0,2,acept,furnished,1545.0
Rio de Janeiro,140.0,2,3,2,7,acept,not furnished,9651.0
São Paulo,70.0,2,1,0,0,acept,not furnished,1981.0
Belo Horizonte,162.0,3,3,2,3,acept,not furnished,3343.0
