city_1,city_2,city_3,city_4,city_5,area,rooms,bathroom,parking,floor,animal_1,animal_2,furniture_1,furniture_2,total
1,0,0,0,0,1600.0,4,5,12,0,1,0,0,1,12010.0
0,0,0,0,1,200.0,5,3,2,0,1,0,0,1,2508.0
1,0,0,0,0,100.0,3,2,0,0,1,0,0,1,3218.0
0,1,0,0,0,69.0,2,2,0,3,1,0,0,1,1896.0
1,0,0,0,0,92.0,3,2,2,4,1,0,0,1,3015.0
1,0,0,0,0,120.0,3,2,4,8,1,0,0,1,6321.0
0,0,0,0,1,90.0,3,2,2,7,0,1,0,1,3962.0
1,0,0,0,0,53.0,2,1,1,8,1,0,1,0,4079.0
1,0,0,0,0,300.0,3,3,4,0,1,0,0,1,4707.0
1,0,0,0,0,65.0,2,2,2,21,1,0,0,1,4125.0
0,0,0,0,1,269.0,4,3,2,0,1,0,0,1,5338.0
0,0,0,1,0,130.0,3,2,1,7,1,0,0,1,3632.0
1,0,0,0,0,248.0,3,4,4,9,1,0,0,1,9810.0
0,0,0,0,1,45.0,1,1,1,6,0,1,0,1,1670.0
1,0,0,0,0,130.0,3,1,2,0,1,0,0,1,3988.0
0,1,0,0,0,75.0,2,1,0,10,1,0,0,1,1777.0
0,0,1,0,0,250.0,2,4,8,0,1,0,0,1,4894.0
1,0,0,0,0,35.0,1,1,1,7,1,0,1,0,3116.0
0,0,1,0,0,130.0,3,3,1,13,1,0,0,1,4505.0
1,0,0,0,0,30.0,1,1,0,6,1,0,1,0,2172.0
1,0,0,0,0,200.0,3,4,3,8,1,0,0,1,9254.0
1,0,0,0,0,40.0,1,1,0,1,1,0,0,1,1067.0
0,0,1,0,0,113.0,3,1,0,3,1,0,1,0,5937.0
0,0,1,0,0,100.0,2,2,2,4,1,0,0,1,7243.0
1,0,0,0,0,52.0,2,1,1,9,1,0,0,1,1700.0
1,0,0,0,0,34.0,1,1,1,4,0,1,0,1,2780.0
1,0,0,0,0,73.0,3,2,3,2,1,0,0,1,2521.0
0,0,0,0,1,210.0,4,5,3,4,1,0,0,1,7511.0
0,0,0,1,0,219.0,4,5,2,4,1,0,1,0,6275.0
0,0,0,0,1,70.0,3,2,1,4,1,0,0,1,2105.0
0,1,0,0,0,65.0,1,2,2,3,1,0,0,1,3037.0
1,0,0,0,0,52.0,1,1,0,3,0,1,1,0,2813.0
0,0,0,1,0,80.0,2,1,1,6,0,1,0,1,1586.0
0,0,1,0,0,74.0,2,1,1,10,1,0,0,1,2526.0
1,0,0,0,0,35.0,1,1,1,11,1,0,0,1,3024.0
0,1,0,0,0,193.0,4,3,4,0,1,0,1,0,4197.0
1,0,0,0,0,50.0,1,1,0,0,1,0,0,1,756.0
0,0,1,0,0,55.0,2,2,1,5,0,1,0,1,1639.0
0,0,0,1,0,44.0,1,1,0,8,1,0,1,0,1102.0
1,0,0,0,0,68.0,2,1,1,9,1,0,0,1,2428.0
0,0,0,0,1,300.0,3,2,1,2,1,0,0,1,3198.0
0,0,0,0,1,70.0,1,1,0,0,1,0,0,1,967.0
1,0,0,0,0,300.0,4,4,2,0,1,0,0,1,8895.0
0,0,0,0,1,203.0,4,3,3,11,0,1,0,1,9957.0
1,0,0,0,0,240.0,3,4,3,8,1,0,0,1,11210.0
0,1,0,0,0,100.0,2,3,2,3,1,0,1,0,3088.0
0,1,0,0,0,137.0,3,2,3,5,1,0,0,1,3491.0
1,0,0,0,0,61.0,2,2,1,1,1,0,0,1,3041.0
0,1,0,0,0,60.0,2,2,1,4,1,0,0,1,1897.0
1,0,0,0,0,13.0,1,1,0,1,1,0,0,1,2233.0
1,0,0,0,0,98.0,2,2,0,21,1,0,1,0,11040.0
1,0,0,0,0,138.0,2,3,2,22,1,0,0,1,11970.0
0,0,0,0,1,80.0,2,2,2,19,0,1,0,1,6011.0
0,0,0,0,1,30.0,1,1,0,2,1,0,0,1,557.0
1,0,0,0,0,63.0,2,2,2,10,0,1,1,0,2833.0
0,0,0,0,1,95.0,2,3,2,4,0,1,0,1,6364.0
1,0,0,0,0,54.0,2,1,1,5,1,0,1,0,1906.0
1,0,0,0,0,35.0,1,1,1,24,1,0,1,0,2807.0
0,1,0,0,0,44.0,1,1,0,2,1,0,1,0,1545.0
0,0,1,0,0,140.0,2,3,2,7,1,0,0,1,9651.0
1,0,0,0,0,70.0,2,1,0,0,1,0,0,1,1981.0
0,0,0,0,1,162.0,3,3,2,3,1,0,0,1,3343.0
1,0,0,0,0,420.0,4,4,4,19,1,0,0,1,19790.0
0,0,0,0,1,147.0,4,5,3,3,1,0,0,1,4508.0
0,0,0,1,0,80.0,1,1,1,7,1,0,0,1,3486.0
0,0,1,0,0,89.0,2,2,2,4,1,0,1,0,5961.0
1,0,0,0,0,163.0,3,3,3,8,1,0,1,0,4532.0
1,0,0,0,0,330.0,4,5,2,4,1,0,0,1,18390.0
1,0,0,0,0,70.0,1,1,1,2,1,0,0,1,1673.0
0,0,1,0,0,104.0,3,2,1,6,1,0,0,1,3744.0
0,0,1,0,0,43.0,1,1,0,7,1,0,0,1,1495.0
1,0,0,0,0,67.0,2,1,1,2,1,0,1,0,2222.0
1,0,0,0,0,450.0,4,5,6,4,1,0,0,1,19230.0
1,0,0,0,0,28.0,1,1,1,5,1,0,0,1,2101.0
1,0,0,0,0,46.0,1,1,1,12,0,1,1,0,6807.0
1,0,0,0,0,34.0,1,1,1,7,1,0,1,0,4359.0
1,0,0,0,0,33.0,1,1,1,11,0,1,1,0,4370.0
1,0,0,0,0,90.0,3,1,1,2,0,1,0,1,3031.0
1,0,0,0,0,75.0,3,3,2,10,1,0,0,1,3083.0
0,0,0,0,1,150.0,6,5,8,0,1,0,0,1,8757.0
1,0,0,0,0,300.0,3,3,3,0,1,0,0,1,3803.0
0,1,0,0,0,70.0,2,2,2,3,0,1,0,1,2695.0
0,0,1,0,0,320.0,3,4,1,11,0,1,0,1,8367.0
0,0,0,0,1,800.0,4,5,0,0,1,0,0,1,4546.0
1,0,0,0,0,400.0,4,7,4,0,1,0,1,0,12850.0
1,0,0,0,0,288.0,3,3,3,8,1,0,0,1,7695.0
0,0,1,0,0,90.0,2,2,1,3,1,0,0,1,1833.0
1,0,0,0,0,209.0,4,4,3,7,0,1,0,1,9334.0
1,0,0,0,0,55.0,2,1,1,6,1,0,0,1,2791.0
1,0,0,0,0,280.0,4,4,7,0,1,0,1,0,5229.0
1,0,0,0,0,190.0,4,4,4,14,1,0,0,1,11430.0
1,0,0,0,0,294.0,3,6,3,0,1,0,0,1,2949.0
1,0,0,0,0,60.0,2,1,1,3,1,0,1,0,2878.0
1,0,0,0,0,400.0,4,3,2,0,1,0,0,1,3833.0
1,0,0,0,0,350.0,5,4,8,0,0,1,0,1,9898.0
0,0,0,0,1,68.0,3,2,1,2,1,0,0,1,1138.0
0,1,0,0,0,40.0,1,1,1,0,1,0,0,1,993.0
1,0,0,0,0,220.0,3,4,3,1,1,0,0,1,9664.0
1,0,0,0,0,200.0,3,3,3,0,1,0,0,1,7843.0
0,0,0,1,0,65.0,2,1,1,7,1,0,0,1,1764.0
1,0,0,0,0,225.0,4,3,2,0,1,0,1,0,4757.0
1,0,0,0,0,100.0,2,2,1,0,1,0,0,1,2968.0
1,0,0,0,0,116.0,4,3,2,8,1,0,0,1,3801.0
0,0,1,0,0,59.0,2,1,0,7,0,1,1,0,6709.0
1,0,0,0,0,380.0,3,2,3,5,1,0,0,1,19310.0
1,0,0,0,0,175.0,4,3,3,3,1,0,1,0,15770.0
1,0,0,0,0,37.0,1,1,1,11,1,0,1,0,3636.0
1,0,0,0,0,34.0,1,1,1,2,0,1,0,1,2340.0
0,0,1,0,0,58.0,1,1,1,11,1,0,0,1,1770.0
1,0,0,0,0,72.0,3,1,1,2,1,0,0,1,2082.0
0,0,0,0,1,135.0,4,2,2,2,1,0,0,1,5095.0
0,0,1,0,0,164.0,4,3,2,5,1,0,0,1,6977.0
1,0,0,0,0,190.0,3,3,2,0,1,0,0,1,7295.0
0,0,1,0,0,110.0,3,1,0,7,1,0,1,0,3680.0
1,0,0,0,0,80.0,2,2,2,0,1,0,1,0,6570.0
0,0,1,0,0,90.0,3,2,1,5,1,0,0,1,2523.0
0,1,0,0,0,54.0,2,1,1,2,1,0,0,1,1164.0
0,0,1,0,0,100.0,3,2,1,6,1,0,0,1,5329.0
0,1,0,0,0,37.0,1,1,0,1,1,0,0,1,953.0
1,0,0,0,0,51.0,1,2,1,3,0,1,1,0,3216.0
0,0,0,1,0,62.0,2,1,1,0,1,0,0,1,1496.0
1,0,0,0,0,70.0,2,2,2,7,0,1,1,0,6068.0
0,0,1,0,0,63.0,2,1,0,4,1,0,0,1,1725.0
1,0,0,0,0,127.0,3,2,1,10,1,0,0,1,7799.0
1,0,0,0,0,230.0,4,3,2,2,1,0,0,1,14240.0
0,0,0,1,0,102.0,3,3,1,9,1,0,0,1,2725.0
1,0,0,0,0,65.0,2,2,1,11,1,0,1,0,2265.0
0,0,1,0,0,67.0,2,1,0,2,1,0,0,1,2167.0
0,1,0,0,0,56.0,1,1,0,2,1,0,0,1,1045.0
1,0,0,0,0,172.0,3,3,2,14,1,0,1,0,10020.0
1,0,0,0,0,80.0,2,2,1,8,0,1,1,0,5808.0
0,0,0,1,0,156.0,4,5,3,3,0,1,0,1,3097.0
0,0,0,1,0,70.0,1,1,1,11,0,1,0,1,1621.0
0,0,1,0,0,125.0,3,2,0,4,1,0,0,1,6764.0
0,0,0,0,1,90.0,2,2,2,14,0,1,0,1,3889.0
1,0,0,0,0,50.0,2,1,0,0,0,1,0,1,1197.0
0,0,1,0,0,260.0,4,3,1,11,1,0,1,0,9208.0
1,0,0,0,0,249.0,4,2,2,0,1,0,0,1,4422.0
1,0,0,0,0,179.0,3,5,0,11,1,0,1,0,17660.0
1,0,0,0,0,16.0,1,1,0,8,0,1,0,1,2548.0
0,0,0,0,1,350.0,7,5,5,0,1,0,0,1,9148.0
0,0,1,0,0,28.0,1,1,0,21,1,0,0,1,2790.0
1,0,0,0,0,102.0,3,2,2,1,1,0,0,1,3565.0
1,0,0,0,0,31.0,1,1,0,6,1,0,0,1,2932.0
1,0,0,0,0,480.0,4,6,3,0,1,0,0,1,10650.0
1,0,0,0,0,290.0,4,4,4,1,1,0,0,1,7572.0
1,0,0,0,0,35.0,1,1,1,12,0,1,1,0,3640.0
1,0,0,0,0,24.0,1,1,0,2,0,1,0,1,1938.0
0,1,0,0,0,70.0,2,1,1,2,1,0,1,0,1580.0
0,0,1,0,0,55.0,2,1,1,9,0,1,0,1,2359.0
0,0,0,0,1,120.0,3,1,1,2,1,0,0,1,4123.0
1,0,0,0,0,160.0,3,3,1,11,1,0,0,1,5472.0
0,0,0,1,0,47.0,1,1,1,9,1,0,0,1,1121.0
1,0,0,0,0,95.0,3,2,2,1,1,0,0,1,2930.0
0,0,0,0,1,300.0,4,3,3,3,1,0,0,1,9469.0
0,0,0,0,1,210.0,4,3,3,3,1,0,0,1,3854.0
0,1,0,0,0,45.0,1,1,1,18,0,1,0,1,2580.0
1,0,0,0,0,87.0,2,1,1,5,1,0,0,1,2082.0
1,0,0,0,0,250.0,4,4,2,17,1,0,1,0,9177.0
1,0,0,0,0,82.0,3,2,2,2,1,0,0,1,2779.0
0,0,0,1,0,93.0,3,2,2,4,1,0,0,1,3980.0
1,0,0,0,0,142.0,3,4,3,2,1,0,0,1,7777.0
0,0,0,1,0,74.0,3,2,1,17,1,0,0,1,1860.0
0,1,0,0,0,36.0,1,1,0,4,0,1,1,0,1673.0
1,0,0,0,0,33.0,1,1,0,14,1,0,0,1,4550.0
0,0,1,0,0,80.0,2,1,0,10,0,1,0,1,1811.0
0,1,0,0,0,90.0,2,1,1,2,1,0,1,0,1643.0
1,0,0,0,0,195.0,2,3,3,15,1,0,1,0,12170.0
1,0,0,0,0,186.0,3,2,2,5,1,0,0,1,3886.0
1,0,0,0,0,275.0,4,4,3,9,1,0,0,1,11440.0
0,0,0,0,1,230.0,4,4,5,13,1,0,0,1,12000.0
0,1,0,0,0,42.0,1,1,1,11,1,0,0,1,3112.0
0,0,1,0,0,388.0,4,4,1,2,0,1,0,1,21350.0
1,0,0,0,0,94.0,3,3,2,1,1,0,0,1,3593.0
1,0,0,0,0,260.0,4,2,2,3,1,0,0,1,8386.0
0,0,0,1,0,65.0,3,2,1,2,0,1,0,1,1794.0
0,0,1,0,0,76.0,2,1,0,5,1,0,0,1,2121.0
1,0,0,0,0,131.0,4,4,3,1,0,1,1,0,8995.0
1,0,0,0,0,225.0,3,3,4,6,1,0,1,0,12740.0
0,0,0,0,1,201.0,4,4,3,2,1,0,0,1,7874.0
0,0,1,0,0,570.0,3,6,2,11,1,0,0,1,17520.0
0,1,0,0,0,53.0,2,2,1,3,1,0,0,1,1713.0
0,0,0,0,1,240.0,4,5,3,4,1,0,0,1,4809.0
0,0,1,0,0,50.0,1,1,0,2,1,0,0,1,2835.0
1,0,0,0,0,54.0,1,1,1,13,0,1,1,0,6102.0
1,0,0,0,0,178.0,2,3,4,1,0,1,0,1,6580.0
0,1,0,0,0,50.0,1,1,0,3,1,0,0,1,1117.0
1,0,0,0,0,212.0,4,3,6,0,1,0,1,0,3265.0
1,0,0,0,0,380.0,4,6,4,7,1,0,0,1,9726.0
1,0,0,0,0,138.0,2,2,1,11,1,0,1,0,8178.0
0,0,0,0,1,180.0,4,3,3,4,0,1,0,1,6610.0
0,1,0,0,0,43.0,1,1,1,4,1,0,0,1,1254.0
0,0,1,0,0,48.0,1,1,1,6,1,0,1,0,2837.0
0,0,1,0,0,180.0,3,3,0,7,1,0,1,0,8992.0
0,0,0,1,0,70.0,1,2,1,6,1,0,1,0,4032.0
0,1,0,0,0,155.0,2,2,2,5,1,0,0,1,2878.0
1,0,0,0,0,262.0,3,4,4,8,1,0,0,1,22090.0
1,0,0,0,0,25.0,1,1,1,25,1,0,0,1,2522.0
1,0,0,0,0,50.0,3,1,1,4,0,1,0,1,3510.0
1,0,0,0,0,108.0,3,2,1,14,1,0,0,1,6905.0
1,0,0,0,0,170.0,3,2,1,14,1,0,1,0,6343.0
1,0,0,0,0,60.0,1,1,0,0,1,0,0,1,1050.0
1,0,0,0,0,78.0,3,2,2,10,1,0,0,1,3198.0
0,0,0,0,1,170.0,3,2,0,0,1,0,0,1,5402.0
0,0,1,0,0,20.0,1,1,0,2,1,0,0,1,608.0
0,1,0,0,0,500.0,5,4,4,4,0,1,0,1,7309.0
1,0,0,0,0,248.0,3,4,4,2,1,0,0,1,18310.0
1,0,0,0,0,145.0,3,3,2,7,1,0,0,1,6970.0
1,0,0,0,0,50.0,1,1,1,10,0,1,1,0,9694.0
0,1,0,0,0,44.0,1,2,0,3,1,0,0,1,1520.0
1,0,0,0,0,200.0,3,2,2,0,1,0,0,1,4818.0
0,0,0,0,1,58.0,2,2,1,5,1,0,0,1,1512.0
1,0,0,0,0,280.0,3,4,4,4,1,0,0,1,21690.0
1,0,0,0,0,52.0,1,1,1,7,1,0,1,0,4831.0
1,0,0,0,0,271.0,3,3,2,0,1,0,0,1,9080.0
1,0,0,0,0,223.0,4,4,7,0,1,0,0,1,6752.0
1,0,0,0,0,263.0,4,5,4,21,1,0,0,1,17150.0
0,1,0,0,0,157.0,4,3,1,12,1,0,1,0,4871.0
1,0,0,0,0,323.0,5,5,3,0,1,0,0,1,5455.0
1,0,0,0,0,80.0,2,2,1,0,0,1,0,1,2198.0
1,0,0,0,0,70.0,2,2,2,1,1,0,1,0,7384.0
0,0,0,0,1,74.0,3,2,1,1,1,0,0,1,1556.0
0,0,0,0,1,66.0,3,1,2,3,1,0,0,1,1438.0
1,0,0,0,0,80.0,2,1,1,6,1,0,0,1,2092.0
0,1,0,0,0,100.0,3,2,2,0,1,0,0,1,3179.0
1,0,0,0,0,218.0,4,4,2,1,1,0,0,1,8512.0
0,0,1,0,0,73.0,2,1,1,4,1,0,0,1,1960.0
0,0,1,0,0,230.0,4,2,2,1,1,0,1,0,19010.0
1,0,0,0,0,80.0,3,5,2,4,0,1,0,1,16610.0
0,0,0,0,1,180.0,3,3,3,4,1,0,0,1,4814.0
0,0,1,0,0,85.0,3,2,1,15,1,0,0,1,3507.0
1,0,0,0,0,37.0,1,1,0,0,0,1,0,1,989.0
0,1,0,0,0,65.0,2,1,0,3,1,0,0,1,1161.0
1,0,0,0,0,440.0,4,3,2,3,1,0,0,1,14000.0
1,0,0,0,0,74.0,3,2,1,6,1,0,0,1,2350.0
1,0,0,0,0,180.0,3,4,3,12,1,0,0,1,4772.0
1,0,0,0,0,198.0,3,3,0,14,1,0,0,1,8862.0
0,0,1,0,0,170.0,3,4,3,3,1,0,0,1,7822.0
1,0,0,0,0,240.0,3,4,3,7,1,0,1,0,13780.0
1,0,0,0,0,59.0,2,2,0,5,0,1,0,1,2795.0
1,0,0,0,0,525.0,5,4,4,0,1,0,0,1,10620.0
1,0,0,0,0,226.0,4,4,4,2,1,0,0,1,8377.0
1,0,0,0,0,60.0,2,2,2,0,1,0,0,1,2217.0
0,1,0,0,0,43.0,2,1,0,6,0,1,0,1,2017.0
1,0,0,0,0,158.0,4,4,3,3,1,0,0,1,9159.0
0,1,0,0,0,42.0,1,1,1,3,1,0,1,0,1600.0
0,0,0,0,1,66.0,2,1,1,13,1,0,0,1,969.0
1,0,0,0,0,39.0,1,1,1,24,0,1,1,0,4979.0
1,0,0,0,0,64.0,1,2,1,4,1,0,1,0,4782.0
1,0,0,0,0,70.0,3,2,0,0,1,0,0,1,1583.0
1,0,0,0,0,30.0,1,1,1,9,1,0,0,1,1956.0
1,0,0,0,0,135.0,3,3,0,1,0,1,0,1,5426.0
1,0,0,0,0,170.0,3,2,1,5,1,0,0,1,7553.0
0,0,1,0,0,120.0,3,2,1,3,1,0,0,1,9631.0
0,0,0,0,1,92.0,2,1,0,0,1,0,0,1,1280.0
0,0,0,0,1,183.0,4,4,4,8,1,0,0,1,11920.0
1,0,0,0,0,210.0,3,3,2,15,0,1,1,0,13110.0
0,0,0,1,0,119.0,3,3,2,14,1,0,0,1,6366.0
0,0,1,0,0,298.0,5,3,2,3,1,0,0,1,6770.0
0,0,0,0,1,260.0,3,2,4,0,1,0,0,1,2911.0
0,0,0,0,1,201.0,4,4,4,7,1,0,0,1,9311.0
1,0,0,0,0,200.0,3,4,4,0,0,1,0,1,4461.0
1,0,0,0,0,60.0,2,1,1,7,1,0,1,0,4746.0
0,0,1,0,0,70.0,2,1,1,0,1,0,0,1,2390.0
1,0,0,0,0,135.0,3,2,1,21,1,0,1,0,8623.0
1,0,0,0,0,336.0,6,2,3,0,1,0,0,1,7571.0
1,0,0,0,0,300.0,3,4,6,0,1,0,0,1,3416.0
0,0,1,0,0,600.0,5,5,4,12,1,0,0,1,13990.0
1,0,0,0,0,60.0,3,3,2,0,1,0,0,1,3014.0
1,0,0,0,0,254.0,3,4,4,1,0,1,1,0,11120.0
1,0,0,0,0,210.0,3,5,4,6,1,0,1,0,16310.0
1,0,0,0,0,178.0,3,4,2,4,0,1,0,1,13410.0
1,0,0,0,0,45.0,1,1,0,0,0,1,0,1,1050.0
0,0,1,0,0,70.0,3,1,0,3,1,0,0,1,1372.0
1,0,0,0,0,181.0,4,5,3,5,1,0,0,1,5312.0
0,0,0,0,1,72.0,2,2,1,4,1,0,0,1,2183.0
1,0,0,0,0,60.0,2,2,1,21,1,0,1,0,7363.0
1,0,0,0,0,55.0,2,1,1,3,1,0,0,1,2319.0
1,0,0,0,0,94.0,1,2,2,2,0,1,1,0,14910.0
0,0,1,0,0,210.0,3,2,1,6,1,0,0,1,18160.0
1,0,0,0,0,37.0,1,1,1,21,1,0,0,1,4642.0
1,0,0,0,0,41.0,2,1,0,16,1,0,0,1,1486.0
1,0,0,0,0,240.0,3,4,3,1,1,0,1,0,18070.0
0,1,0,0,0,70.0,2,1,0,12,1,0,0,1,1706.0
0,0,0,0,1,55.0,3,1,1,3,0,1,0,1,1052.0
0,0,1,0,0,150.0,3,1,0,3,1,0,0,1,1970.0
0,0,1,0,0,55.0,2,2,1,13,1,0,0,1,1878.0
1,0,0,0,0,390.0,3,3,2,0,1,0,1,0,8263.0
0,1,0,0,0,73.0,3,2,1,1,1,0,0,1,2241.0
0,0,0,1,0,57.0,1,1,1,2,1,0,0,1,3454.0
0,0,1,0,0,93.0,3,1,0,0,1,0,0,1,1990.0
0,0,1,0,0,88.0,2,2,2,3,1,0,0,1,3920.0
1,0,0,0,0,330.0,4,6,3,7,1,0,0,1,23120.0
1,0,0,0,0,130.0,3,3,2,1,1,0,1,0,3785.0
1,0,0,0,0,170.0,4,3,2,15,0,1,1,0,13900.0
1,0,0,0,0,220.0,3,4,4,2,1,0,0,1,9821.0
1,0,0,0,0,59.0,2,1,1,6,1,0,0,1,2221.0
1,0,0,0,0,500.0,4,4,3,0,1,0,0,1,11950.0
0,0,1,0,0,70.0,3,2,0,1,1,0,0,1,1570.0
0,0,1,0,0,55.0,1,1,1,5,0,1,0,1,1830.0
0,0,0,0,1,35.0,1,1,1,5,1,0,1,0,1795.0
1,0,0,0,0,33.0,1,1,1,12,1,0,1,0,3929.0
0,0,0,0,1,80.0,3,2,1,1,1,0,0,1,1593.0
1,0,0,0,0,60.0,1,1,1,20,0,1,1,0,3913.0
0,1,0,0,0,48.0,2,1,0,1,1,0,0,1,1400.0
0,0,0,1,0,53.0,1,1,1,13,1,0,0,1,1187.0
1,0,0,0,0,96.0,3,1,1,10,1,0,0,1,3976.0
1,0,0,0,0,25.0,1,1,0,2,0,1,1,0,1773.0
1,0,0,0,0,83.0,1,1,1,15,0,1,1,0,10330.0
0,1,0,0,0,70.0,2,2,2,12,1,0,0,1,2327.0
1,0,0,0,0,80.0,1,1,0,0,1,0,0,1,1220.0
0,0,0,0,1,45.0,1,1,0,1,0,1,0,1,1123.0
1,0,0,0,0,43.0,1,1,0,5,1,0,1,0,2104.0
1,0,0,0,0,250.0,5,4,5,6,1,0,0,1,5936.0
1,0,0,0,0,350.0,5,6,6,10,1,0,0,1,22610.0
0,0,0,1,0,190.0,4,4,2,14,1,0,0,1,4307.0
1,0,0,0,0,117.0,3,4,4,14,1,0,0,1,4285.0
0,0,1,0,0,75.0,2,1,1,6,0,1,0,1,1036.0
0,0,0,0,1,113.0,4,2,2,11,1,0,0,1,7055.0
0,1,0,0,0,46.0,1,1,1,2,1,0,0,1,1056.0
1,0,0,0,0,100.0,3,2,1,0,1,0,0,1,3651.0
1,0,0,0,0,35.0,1,1,0,0,0,1,0,1,508.0
1,0,0,0,0,300.0,4,5,1,8,1,0,1,0,12760.0
0,0,0,1,0,57.0,2,1,1,1,1,0,1,0,1419.0
1,0,0,0,0,35.0,1,1,0,6,1,0,0,1,1938.0
0,0,1,0,0,110.0,3,2,2,2,1,0,0,1,3928.0
1,0,0,0,0,106.0,2,3,2,14,1,0,1,0,5349.0
0,0,1,0,0,120.0,3,3,1,3,1,0,0,1,4953.0
0,1,0,0,0,40.0,1,1,0,5,0,1,1,0,2030.0
0,0,1,0,0,97.0,3,1,0,3,1,0,0,1,2597.0
0,0,1,0,0,160.0,3,1,2,0,1,0,0,1,2994.0
1,0,0,0,0,80.0,4,4,3,5,1,0,0,1,9527.0
1,0,0,0,0,297.0,4,5,5,19,1,0,0,1,17510.0
1,0,0,0,0,400.0,5,4,6,0,1,0,1,0,6598.0
0,0,1,0,0,90.0,3,1,0,2,1,0,0,1,1910.0
0,0,1,0,0,93.0,3,3,1,7,1,0,0,1,4571.0
1,0,0,0,0,37.0,1,1,1,9,1,0,1,0,3538.0
1,0,0,0,0,300.0,4,2,2,1,1,0,1,0,10670.0
1,0,0,0,0,217.0,3,4,3,3,1,0,0,1,6242.0
1,0,0,0,0,77.0,3,2,2,14,0,1,0,1,7314.0
1,0,0,0,0,150.0,3,4,3,18,0,1,1,0,10380.0
1,0,0,0,0,60.0,2,1,0,10,1,0,0,1,2128.0
1,0,0,0,0,140.0,3,2,1,13,1,0,0,1,4226.0
0,0,0,0,1,96.0,3,2,1,6,1,0,0,1,2322.0
1,0,0,0,0,55.0,1,1,1,1,1,0,1,0,6328.0
1,0,0,0,0,170.0,3,2,2,0,1,0,0,1,4573.0
0,0,1,0,0,70.0,2,2,1,11,1,0,0,1,2630.0
1,0,0,0,0,400.0,10,9,8,0,1,0,0,1,9006.0
0,0,0,0,1,209.0,4,4,4,11,1,0,0,1,10130.0
0,0,1,0,0,91.0,2,2,2,3,1,0,1,0,10700.0
1,0,0,0,0,328.0,3,4,4,18,1,0,1,0,8259.0
0,0,0,0,1,92.0,3,3,2,2,1,0,0,1,2034.0
0,0,1,0,0,50.0,2,1,1,11,1,0,0,1,2502.0
0,0,1,0,0,85.0,2,1,0,0,1,0,0,1,3530.0
1,0,0,0,0,72.0,2,2,0,1,1,0,1,0,3740.0
0,0,1,0,0,140.0,4,2,1,9,1,0,0,1,5901.0
1,0,0,0,0,70.0,2,2,1,1,0,1,0,1,1990.0
1,0,0,0,0,130.0,3,3,3,5,0,1,0,1,6093.0
1,0,0,0,0,387.0,4,6,6,4,1,0,0,1,13210.0
0,0,0,1,0,126.0,3,3,2,1,1,0,0,1,4593.0
1,0,0,0,0,104.0,3,2,2,1,0,1,0,1,4889.0
1,0,0,0,0,550.0,4,4,4,0,1,0,0,1,15550.0
1,0,0,0,0,51.0,1,1,0,9,1,0,0,1,2426.0
0,0,0,0,1,140.0,4,3,3,4,1,0,0,1,4896.0
1,0,0,0,0,70.0,2,2,2,1,1,0,0,1,2532.0
0,0,1,0,0,140.0,3,2,1,4,0,1,1,0,5923.0
0,0,1,0,0,20.0,1,1,0,1,1,0,0,1,1672.0
1,0,0,0,0,365.0,3,5,2,5,1,0,1,0,11460.0
0,1,0,0,0,200.0,2,3,2,12,1,0,1,0,15240.0
1,0,0,0,0,40.0,1,1,0,0,0,1,0,1,1089.0
0,0,0,1,0,66.0,1,1,1,2,1,0,1,0,6026.0
1,0,0,0,0,161.0,1,2,2,10,0,1,0,1,9305.0
0,0,1,0,0,75.0,2,1,0,5,1,0,0,1,3376.0
0,0,0,1,0,110.0,3,1,2,0,1,0,0,1,1993.0
0,0,0,1,0,82.0,2,1,1,1,1,0,0,1,1013.0
1,0,0,0,0,23.0,1,1,0,7,1,0,1,0,2253.0
1,0,0,0,0,65.0,3,2,1,2,1,0,0,1,2410.0
0,1,0,0,0,40.0,1,1,0,1,1,0,1,0,831.0
0,0,0,1,0,129.0,3,2,2,1,1,0,0,1,4998.0
1,0,0,0,0,114.0,1,1,1,6,1,0,0,1,4031.0
1,0,0,0,0,200.0,2,2,2,0,1,0,0,1,3214.0
0,1,0,0,0,101.0,3,2,2,8,1,0,1,0,4945.0
0,0,0,0,1,50.0,2,1,0,0,0,1,0,1,1016.0
1,0,0,0,0,400.0,4,3,2,0,1,0,0,1,9538.0
1,0,0,0,0,71.0,2,1,1,7,1,0,0,1,3376.0
0,1,0,0,0,72.0,2,1,0,3,0,1,0,1,1056.0
1,0,0,0,0,250.0,4,4,3,5,0,1,1,0,13330.0
0,0,0,1,0,50.0,2,1,1,3,1,0,0,1,1013.0
0,0,0,1,0,180.0,3,2,1,11,1,0,0,1,3489.0
0,1,0,0,0,31.0,1,1,0,4,1,0,0,1,873.0
0,0,1,0,0,86.0,2,1,0,7,1,0,0,1,2462.0
0,0,0,0,1,200.0,4,3,2,4,1,0,0,1,5596.0
1,0,0,0,0,130.0,3,2,1,6,1,0,0,1,7420.0
0,1,0,0,0,38.0,1,1,0,10,1,0,0,1,2199.0
1,0,0,0,0,20.0,1,1,0,1,0,1,1,0,1975.0
0,1,0,0,0,140.0,3,2,2,3,1,0,1,0,4714.0
0,1,0,0,0,40.0,1,1,0,3,1,0,0,1,1215.0
1,0,0,0,0,65.0,2,2,1,8,1,0,0,1,4813.0
